Tmc,TmcType,RoadNumber,RoadName,IsPrimary,FirstName,TmcLinear,Country,State,County,Zip,Direction,StartLat,StartLong,EndLat,EndLong,Miles,FRC,Border_Set,F_System,Urban_Code,FacilType,StrucType,ThruLanes,Route_Numb,Route_Sign,Route_Qual,AltRteName,AADT,AADT_Singl,AADT_Combi,NHS,NHS_Pct,Strhnt_Typ,Strhnt_Pct,Truck,geometry,Jan._lottr,Feb._lottr,Mar._lottr,Q1_lottr,Jan._tttr,Feb._tttr,Mar._tttr,Q1_tttr,Jan._ed,Feb._ed,Mar._ed,start,end,met_region,elevation,color_lottr,MidLat,MidLong,path
121P04132,P1,I-40,I-40,1,Papermill Dr/Exit 383,69,UNITED STATES,TENNESSEE,KNOX,37909,E,35.93832,-84.00865,35.94408,-83.99839,0.699296296755838,1,N,1,45640,2,,8.0,40.0,2.0,1.0,40,209812,18883,4196,1,100,1,100,1,"LINESTRING (-84.00865 35.93832, -84.00393 35.94081, -84.00332 35.94113, -84.00163999999999 35.94201, -84.00143 35.94212, -84.00082 35.94245, -84.00041 35.94269, -84.00029000000001 35.94276, -83.99978 35.94309, -83.99923 35.94347, -83.9987 35.94386, -83.99839 35.94408)",1.03,1.05,1.1,1.08,1.29375,1.3125,1.5121951219512195,1.4,313.04,79.69,755.01,"-84.00865,35.93832","-83.99839,35.94408",1,1.1,"(106.49871, 0.14382, 167.88945)",35.941199999999995,-84.00352000000001,"((-84.00865, 35.93832), (-84.00393, 35.94081), (-84.00332, 35.94113), (-84.00164, 35.94201), (-84.00143, 35.94212), (-84.00082, 35.94245), (-84.00041, 35.94269), (-84.00029, 35.94276), (-83.99978, 35.94309), (-83.99923, 35.94347), (-83.9987, 35.94386), (-83.99839, 35.94408))"
113P09790,P1,I-40,I-40,1,Stanton-Koko Rd/Exit 52,76,UNITED STATES,TENNESSEE,HAYWOOD,38069,N,35.47904,-89.27413,35.48125,-89.27311,0.163245628127865,1,N,1,99999,2,,4.0,40.0,2.0,1.0,40,34810,9746,2436,1,100,1,100,1,"LINESTRING (-89.27413 35.47904, -89.27379999999999 35.47965, -89.27355 35.48016, -89.27351 35.48027, -89.27311 35.48125)",1.0,1.0,1.0,1.0,1.0,1.2888888888888852,1.0,1.1111111111111112,0.0,4.99,0.0,"-89.27413,35.47904","-89.27311,35.48125",4,1.0,"(12.847665, 7.599765, 134.633625)",35.480145,-89.27362,"((-89.27413, 35.47904), (-89.2738, 35.47965), (-89.27355, 35.48016), (-89.27351, 35.48027), (-89.27311, 35.48125))"
113P13945,P1,I-269,I-269,1,Donelson Farms Pky,84,UNITED STATES,TENNESSEE,SHELBY,38002,N,35.24459,-89.66783,35.24784,-89.66992,0.255018604558593,2,N,1,99998,2,,4.0,269.0,2.0,1.0,269,17250,1207,517,1,100,0,0,0,"LINESTRING (-89.66783 35.24459, -89.66793 35.2448, -89.66809000000001 35.24514, -89.66833 35.24565, -89.66855 35.24607, -89.66876000000001 35.24643, -89.66897 35.24673, -89.66916000000001 35.24697, -89.66943999999999 35.2473, -89.66992 35.24784)",1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.1428571428571428,1.528571428571427,1.2142857142857142,1.2,0.2,2.78,0.0,"-89.66783,35.24459","-89.66992,35.24784",4,1.07,"(82.91325, 1.763325, 163.07556)",35.246215,-89.668875,"((-89.66783, 35.24459), (-89.66793, 35.2448), (-89.66809, 35.24514), (-89.66833, 35.24565), (-89.66855, 35.24607), (-89.66876, 35.24643), (-89.66897, 35.24673), (-89.66916, 35.24697), (-89.66944, 35.2473), (-89.66992, 35.24784))"
121P04149,P1,I-40,I-40,1,US-441/Henley St/Exit 388,70,UNITED STATES,TENNESSEE,KNOX,37921,E,35.9674,-83.93062,35.96856,-83.92878,0.130886913421031,1,N,1,45640,2,,6.0,40.0,2.0,1.0,40,140647,16861,3508,1,100,1,100,1,"LINESTRING (-83.93062 35.9674, -83.9303 35.96766, -83.92988 35.96795, -83.92952 35.96818, -83.92901999999999 35.96845, -83.92878 35.96856)",1.13,1.13,1.25,1.13,1.125,1.625,1.887499999999996,1.625,6.82,188.75,82.9,"-83.93062,35.9674","-83.92878,35.96856",1,1.25,"(203.54508, 71.45023499999999, 119.73219)",35.96798,-83.9297,"((-83.93062, 35.9674), (-83.9303, 35.96766), (-83.92988, 35.96795), (-83.92952, 35.96818), (-83.92902, 35.96845), (-83.92878, 35.96856))"
121P04196,P1,I-40,I-40,1,I-24/Exit 213,81,UNITED STATES,TENNESSEE,DAVIDSON,37210,E,36.14062,-86.732,36.14001,-86.72382,0.463678789378584,1,N,1,61273,2,,4.0,40.0,2.0,1.0,40,151133,8314,3022,1,100,1,100,1,"LINESTRING (-86.732 36.14062, -86.73112999999999 36.14038, -86.73057 36.14023, -86.72998 36.1401, -86.72969000000001 36.14005, -86.72877 36.13992, -86.72772000000001 36.13987, -86.72716 36.13985, -86.72644 36.13985, -86.72598000000001 36.13987, -86.7251 36.13992, -86.72441999999999 36.13997, -86.72382 36.14001)",1.137931034482759,1.2258064516129032,1.3225806451612905,1.2333333333333334,1.3793103448275863,1.4821428571428572,2.419354838709677,1.6666666666666667,14.28,328.11,1851.7,"-86.732,36.14062","-86.72382,36.14001",3,1.32,"(233.445105, 114.445785, 87.43695)",36.140315,-86.72791000000001,"((-86.732, 36.14062), (-86.73113, 36.14038), (-86.73057, 36.14023), (-86.72998, 36.1401), (-86.72969, 36.14005), (-86.72877, 36.13992), (-86.72772, 36.13987), (-86.72716, 36.13985), (-86.72644, 36.13985), (-86.72598, 36.13987), (-86.7251, 36.13992), (-86.72442, 36.13997), (-86.72382, 36.14001))"
121P04211,P1,I-24,I-24,1,TN-45/Old Hickory Blvd/Exit 40,82,UNITED STATES,TENNESSEE,DAVIDSON,37189,N,36.27441,-86.79694,36.27964,-86.80231,0.469023629419517,1,N,1,99999,2,,4.0,24.0,2.0,1.0,24,68894,10310,1365,1,100,1,100,1,"LINESTRING (-86.79694000000001 36.27441, -86.79733 36.27481, -86.79809 36.27553, -86.79935999999999 36.27678, -86.80052999999999 36.27792, -86.801 36.27837, -86.80231000000001 36.27964)",1.0416666666666667,1.3076923076923077,1.44,1.16,1.15,2.019230769230769,2.3239999999999985,2.08,49.09,333.75,1131.61,"-86.79694,36.27441","-86.80231,36.27964",3,1.44,"(253.088775, 198.381585, 38.978024999999995)",36.277025,-86.799625,"((-86.79694, 36.27441), (-86.79733, 36.27481), (-86.79809, 36.27553), (-86.79936, 36.27678), (-86.80053, 36.27792), (-86.801, 36.27837), (-86.80231, 36.27964))"
113N10914,P1,US-51,THOMAS ST,1,N Watkins St,771,UNITED STATES,TENNESSEE,SHELBY,38127,S,35.23671,-90.01373,35.23586,-90.01446,0.071728192086953,2,N,3,56116,2,,4.0,51.0,3.0,1.0,51,27194,4439,1087,1,100,0,0,1,"LINESTRING (-90.01373 35.23671, -90.0141 35.23627, -90.01423 35.23612, -90.01446 35.23586)",1.25,1.375,1.25,1.375,2.0111111111111075,2.0,2.1499999999999986,2.0,68.73,47.37,45.5,"-90.01373,35.23671","-90.01446,35.23586",4,1.25,"(203.54508, 71.45023499999999, 119.73219)",35.236285,-90.014095,"((-90.01373, 35.23671), (-90.0141, 35.23627), (-90.01423, 35.23612), (-90.01446, 35.23586))"
113+04201,P1,I-40,I-40,1,TN-385/Exit 24/Exit 25,76,UNITED STATES,TENNESSEE,SHELBY,38002,E,35.22574,-89.73271,35.25216,-89.68427,3.287854727034962,1,N,1,99999,2,,4.0,40.0,2.0,1.0,40,58060,13353,1741,1,100,1,100,1,"LINESTRING (-89.73271 35.22574, -89.73206 35.22612, -89.73147 35.22647, -89.73072999999999 35.22691, -89.72964 35.22756, -89.72871000000001 35.2281, -89.72789 35.22858, -89.72689 35.22918, -89.72546 35.23005, -89.72436999999999 35.23069, -89.72324 35.23136, -89.72150999999999 35.23239, -89.72004 35.23326, -89.71825 35.23433, -89.71738999999999 35.23484, -89.71648 35.23538, -89.71527 35.23604, -89.71447999999999 35.23646, -89.7119 35.2378, -89.7105 35.23852, -89.70967 35.23895, -89.70766999999999 35.23999, -89.70546 35.24113, -89.70462999999999 35.24156, -89.70215 35.24285, -89.70113000000001 35.24337, -89.70054 35.24368, -89.69933 35.24431, -89.69848 35.24477, -89.69696999999999 35.24554, -89.69538 35.24637, -89.69311 35.24755, -89.69226999999999 35.248, -89.69082 35.24874, -89.68765999999999 35.25038, -89.68743000000001 35.2505, -89.68638 35.25105, -89.68607 35.25121, -89.68523 35.25165, -89.68427 35.25216)",1.0340909090909092,1.0631868131868132,1.0397727272727273,1.03954802259887,1.0710227272727273,1.8434065934065933,1.141477272727272,1.130167597765363,0.0,5565.08,0.0,"-89.73271,35.22574","-89.68427,35.25216",4,1.04,"(56.405235000000005, 4.206735, 153.53116500000002)",35.23895,-89.70849,"((-89.73271, 35.22574), (-89.73206, 35.22612), (-89.73147, 35.22647), (-89.73073, 35.22691), (-89.72964, 35.22756), (-89.72871, 35.2281), (-89.72789, 35.22858), (-89.72689, 35.22918), (-89.72546, 35.23005), (-89.72437, 35.23069), (-89.72324, 35.23136), (-89.72151, 35.23239), (-89.72004, 35.23326), (-89.71825, 35.23433), (-89.71739, 35.23484), (-89.71648, 35.23538), (-89.71527, 35.23604), (-89.71448, 35.23646), (-89.7119, 35.2378), (-89.7105, 35.23852), (-89.70967, 35.23895), (-89.70767, 35.23999), (-89.70546, 35.24113), (-89.70463, 35.24156), (-89.70215, 35.24285), (-89.70113, 35.24337), (-89.70054, 35.24368), (-89.69933, 35.24431), (-89.69848, 35.24477), (-89.69697, 35.24554), (-89.69538, 35.24637), (-89.69311, 35.24755), (-89.69227, 35.248), (-89.69082, 35.24874), (-89.68766, 35.25038), (-89.68743, 35.2505), (-89.68638, 35.25105), (-89.68607, 35.25121), (-89.68523, 35.25165), (-89.68427, 35.25216))"
121P04570,P1,I-24,I-24,1,US-79/Exit 4,128,UNITED STATES,TENNESSEE,MONTGOMERY,37040,N,36.59516,-87.27795,36.60409,-87.28583,0.755999655798912,1,N,1,17317,2,,4.0,24.0,2.0,1.0,24,55994,11449,2800,1,100,1,100,1,"LINESTRING (-87.27795 36.59516, -87.27846 36.59573, -87.27972 36.59715, -87.28233 36.60011, -87.28239000000001 36.60018, -87.28344 36.60137, -87.28583 36.60409)",1.0526315789473684,1.051282051282051,1.051282051282051,1.0526315789473684,1.0789473684210529,1.4,1.3051282051282045,1.131578947368421,9.72,0.0,567.7,"-87.27795,36.59516","-87.28583,36.60409",3,1.05,"(66.601665, 3.3935400000000002, 157.567305)",36.599625,-87.28189,"((-87.27795, 36.59516), (-87.27846, 36.59573), (-87.27972, 36.59715), (-87.28233, 36.60011), (-87.28239, 36.60018), (-87.28344, 36.60137), (-87.28583, 36.60409))"
121N04209,P1,I-24,I-24,1,I-65/Exit 44,82,UNITED STATES,TENNESSEE,DAVIDSON,37207,S,36.22709,-86.77862,36.22089,-86.7747,0.495170800674541,1,N,1,61273,2,,4.0,24.0,2.0,1.0,24,38390,11517,1919,1,100,1,100,1,"LINESTRING (-86.77862 36.22709, -86.77849000000001 36.22693, -86.77811 36.22655, -86.77736 36.22582, -86.7766 36.22508, -86.77623 36.22471, -86.77573 36.22415, -86.77544 36.22375, -86.7752 36.22332, -86.77500999999999 36.22286, -86.77488 36.2224, -86.77484 36.22224, -86.77478000000001 36.22196, -86.77476 36.22163, -86.77477 36.22126, -86.77473999999999 36.22107, -86.7747 36.22089)",1.6645161290322588,2.9722222222222223,3.069767441860465,2.8352941176470616,4.564516129032256,5.805555555555555,6.883333333333329,5.882352941176471,945.31,2101.19,4256.74,"-86.77862,36.22709","-86.7747,36.22089",3,3.07,"(239.70382500000002, 248.66529, 33.48813)",36.22399,-86.77665999999999,"((-86.77862, 36.22709), (-86.77849, 36.22693), (-86.77811, 36.22655), (-86.77736, 36.22582), (-86.7766, 36.22508), (-86.77623, 36.22471), (-86.77573, 36.22415), (-86.77544, 36.22375), (-86.7752, 36.22332), (-86.77501, 36.22286), (-86.77488, 36.2224), (-86.77484, 36.22224), (-86.77478, 36.22196), (-86.77476, 36.22163), (-86.77477, 36.22126), (-86.77474, 36.22107), (-86.7747, 36.22089))"
121N04215,P1,I-24,I-24,1,TN-171/Old Hickory Blvd/Exit 62,83,UNITED STATES,TENNESSEE,DAVIDSON,37013,S,36.01774,-86.6244,36.01054,-86.61636,0.670238908241519,1,N,1,61273,2,,8.0,24.0,2.0,1.0,24,167410,18415,8370,1,100,1,100,1,"LINESTRING (-86.62439999999999 36.01774, -86.62365 36.01707, -86.62047 36.01425, -86.61835000000001 36.01234, -86.61767 36.01172, -86.61682 36.01095, -86.61636 36.01054)",1.0294117647058822,1.108108108108108,1.0588235294117647,1.0555555555555556,1.1027777777777774,1.648648648648649,1.25,1.3138888888888876,137.17,775.92,380.54,"-86.6244,36.01774","-86.61636,36.01054",3,1.06,"(73.20438, 2.768025, 159.960225)",36.01414,-86.62038,"((-86.6244, 36.01774), (-86.62365, 36.01707), (-86.62047, 36.01425), (-86.61835, 36.01234), (-86.61767, 36.01172), (-86.61682, 36.01095), (-86.61636, 36.01054))"
121N04245,P1,I-65,I-65,1,TN-255/Harding Pl/Exit 78,87,UNITED STATES,TENNESSEE,DAVIDSON,37220,S,36.09079,-86.76274,36.07795,-86.76612,0.918489725014626,1,N,1,61273,2,,8.0,65.0,2.0,1.0,65,174651,6986,4606,1,100,1,100,1,"LINESTRING (-86.76273999999999 36.09079, -86.76277 36.09037, -86.7628 36.08998, -86.76284 36.08948, -86.76289 36.08908, -86.76297 36.0885, -86.76315 36.0872, -86.76331999999999 36.08611, -86.76348 36.08536, -86.76357 36.08482, -86.76375 36.08377, -86.76388 36.083, -86.76394999999999 36.08255, -86.76397 36.08245, -86.76398 36.08237, -86.76403999999999 36.08198, -86.76408000000001 36.08168, -86.76414 36.08147, -86.76427 36.08107, -86.76445 36.08049, -86.76466000000001 36.08002, -86.76491 36.07953, -86.76518 36.07912, -86.76537 36.07883, -86.76564 36.07851, -86.76600999999999 36.07807, -86.76612 36.07795)",1.020408163265306,1.0980392156862746,1.0588235294117647,1.0588235294117647,1.485,1.607843137254902,1.5588235294117614,1.3333333333333333,1287.92,97.35,1761.88,"-86.76274,36.09079","-86.76612,36.07795",3,1.06,"(73.20438, 2.768025, 159.960225)",36.08437,-86.76443,"((-86.76274, 36.09079), (-86.76277, 36.09037), (-86.7628, 36.08998), (-86.76284, 36.08948), (-86.76289, 36.08908), (-86.76297, 36.0885), (-86.76315, 36.0872), (-86.76332, 36.08611), (-86.76348, 36.08536), (-86.76357, 36.08482), (-86.76375, 36.08377), (-86.76388, 36.083), (-86.76395, 36.08255), (-86.76397, 36.08245), (-86.76398, 36.08237), (-86.76404, 36.08198), (-86.76408, 36.08168), (-86.76414, 36.08147), (-86.76427, 36.08107), (-86.76445, 36.08049), (-86.76466, 36.08002), (-86.76491, 36.07953), (-86.76518, 36.07912), (-86.76537, 36.07883), (-86.76564, 36.07851), (-86.76601, 36.07807), (-86.76612, 36.07795))"
121N04677,P1,TN-386,TN-386,1,Center Point Rd/Exit 2,146,UNITED STATES,TENNESSEE,SUMNER,37075,W,36.3126,-86.66484,36.31236,-86.67116,0.352332026155307,3,N,2,61273,2,,4.0,386.0,4.0,1.0,386,80631,1612,805,1,100,0,0,0,"LINESTRING (-86.66484 36.3126, -86.66576000000001 36.31252, -86.66624 36.31249, -86.66674999999999 36.31247, -86.66743 36.31245, -86.66795 36.31244, -86.67010000000001 36.31239, -86.67045 36.31238, -86.67116 36.31236)",1.05,1.1904761904761905,1.1,1.1,1.2,1.65,1.5,1.5,0.0,86.24,72.17,"-86.66484,36.3126","-86.67116,36.31236",3,1.1,"(106.49871, 0.14382, 167.88945)",36.31248,-86.668,"((-86.66484, 36.3126), (-86.66576, 36.31252), (-86.66624, 36.31249), (-86.66675, 36.31247), (-86.66743, 36.31245), (-86.66795, 36.31244), (-86.6701, 36.31239), (-86.67045, 36.31238), (-86.67116, 36.31236))"
113P04190,P1,I-40,I-40,1,Warford St/Exit 6,76,UNITED STATES,TENNESSEE,SHELBY,38128,E,35.19073,-89.96193,35.19015,-89.95218,0.551931351318432,1,N,1,56116,2,,6.0,40.0,2.0,1.0,40,112363,11236,3370,1,100,1,100,1,"LINESTRING (-89.96193 35.19073, -89.96114 35.19068, -89.9602 35.19062, -89.95901000000001 35.19055, -89.95787 35.19048, -89.95702 35.19042, -89.95661 35.19041, -89.95643 35.1904, -89.95571 35.19036, -89.95489999999999 35.19032, -89.95403 35.19027, -89.95348 35.19024, -89.95287 35.1902, -89.95218 35.19015)",1.032258064516129,1.09375,1.032258064516129,1.03125,1.09375,1.6109374999999986,1.1290322580645162,1.21875,0.0,772.02,11.11,"-89.96193,35.19073","-89.95218,35.19015",4,1.03,"(49.31037, 4.680269999999999, 150.53415)",35.19044,-89.957055,"((-89.96193, 35.19073), (-89.96114, 35.19068), (-89.9602, 35.19062), (-89.95901, 35.19055), (-89.95787, 35.19048), (-89.95702, 35.19042), (-89.95661, 35.19041), (-89.95643, 35.1904), (-89.95571, 35.19036), (-89.9549, 35.19032), (-89.95403, 35.19027), (-89.95348, 35.19024), (-89.95287, 35.1902), (-89.95218, 35.19015))"
121-04220,P1,I-24,I-24,1,TN-155/Briley Pky/Exit 54,83,UNITED STATES,TENNESSEE,DAVIDSON,37210,S,36.1223,-86.72756,36.114,-86.72438,0.600682563551373,1,N,1,61273,2,,8.0,24.0,2.0,1.0,24,181580,18158,7263,1,100,1,100,1,"LINESTRING (-86.72756 36.1223, -86.72745999999999 36.12201, -86.7272 36.12125, -86.72696999999999 36.12057, -86.72685 36.12019, -86.72657 36.11931, -86.72654 36.11921, -86.72624 36.11838, -86.72619 36.11824, -86.72605 36.11787, -86.72604 36.11784, -86.72597 36.11767, -86.72577 36.1171, -86.72557 36.11662, -86.72537 36.11616, -86.72521 36.1158, -86.72516 36.1157, -86.72483 36.11499, -86.72438 36.114)",2.6153846153846154,2.893617021276596,2.1379310344827585,3.015909090909092,3.702564102564102,3.776595744680851,3.0068965517241377,4.477272727272728,8574.97,12405.88,22208.3,"-86.72756,36.1223","-86.72438,36.114",3,2.14,"(239.70382500000002, 248.66529, 33.48813)",36.11815,-86.72596999999999,"((-86.72756, 36.1223), (-86.72746, 36.12201), (-86.7272, 36.12125), (-86.72697, 36.12057), (-86.72685, 36.12019), (-86.72657, 36.11931), (-86.72654, 36.11921), (-86.72624, 36.11838), (-86.72619, 36.11824), (-86.72605, 36.11787), (-86.72604, 36.11784), (-86.72597, 36.11767), (-86.72577, 36.1171), (-86.72557, 36.11662), (-86.72537, 36.11616), (-86.72521, 36.1158), (-86.72516, 36.1157), (-86.72483, 36.11499), (-86.72438, 36.114))"
121N10406,P1,US-441,CHAPMAN HWY SE,1,US-411/Boyds Crk Hwy/Maryville Hwy,794,UNITED STATES,TENNESSEE,SEVIER,37865,E,35.8708,-83.7572,35.87073,-83.75707,0.008737317895596,3,N,3,45640,2,,4.0,441.0,3.0,1.0,441,23100,462,924,1,100,0,0,0,"LINESTRING (-83.7572 35.8708, -83.75707 35.87073)",2.0,2.0,2.0,2.0,3.0,4.0,3.899999999999977,3.0,27.84,33.8,51.16,"-83.7572,35.8708","-83.75707,35.87073",1,2.0,"(239.70382500000002, 248.66529, 33.48813)",35.870765000000006,-83.757135,"((-83.7572, 35.8708), (-83.75707, 35.87073))"
121N10420,P1,US-441,N BROADWAY NE,1,Tazewell Pike,794,UNITED STATES,TENNESSEE,KNOX,37918,S,36.0234,-83.92582,36.02043,-83.9229,0.262718448356987,3,N,3,45640,2,,4.0,441.0,3.0,1.0,441,41450,414,414,1,100,0,0,0,"LINESTRING (-83.92582 36.0234, -83.92543999999999 36.02298, -83.92515 36.02269, -83.92449000000001 36.02211, -83.92361 36.0213, -83.92324000000001 36.02088, -83.92309 36.02069, -83.9229 36.02043)",1.5,1.48,1.43,1.45,2.2249999999999983,2.206896551724138,2.0,2.0689655172413794,293.16,444.83,504.63,"-83.92582,36.0234","-83.9229,36.02043",1,1.43,"(253.56052499999998, 190.483725, 41.774355)",36.021915,-83.92436000000001,"((-83.92582, 36.0234), (-83.92544, 36.02298), (-83.92515, 36.02269), (-83.92449, 36.02211), (-83.92361, 36.0213), (-83.92324, 36.02088), (-83.92309, 36.02069), (-83.9229, 36.02043))"
113-10917,P1,US-51,US-51 N,1,TN-385/Paul W Barrett Memorial Hwy,771,UNITED STATES,TENNESSEE,SHELBY,38053,S,35.34136,-89.91008,35.33223,-89.9201,0.847407820573756,2,N,3,56116,2,,4.0,51.0,3.0,1.0,51,31830,2864,954,1,100,0,0,1,"LINESTRING (-89.91007999999999 35.34136, -89.91039000000001 35.34107, -89.91054 35.34092, -89.91155999999999 35.33996, -89.91185 35.33969, -89.91347 35.33818, -89.91391 35.33775, -89.91444 35.33726, -89.91473000000001 35.33701, -89.91515 35.33675, -89.91528 35.33665, -89.91545000000001 35.33653, -89.91565 35.33636, -89.9157 35.33631, -89.91647 35.33566, -89.91652000000001 35.33561, -89.91723 35.33494, -89.91794 35.33427, -89.91911 35.33318, -89.91974999999999 35.33257, -89.92010000000001 35.33223)",1.1927710843373494,1.1647058823529413,1.1686746987951808,1.1927710843373494,1.4819277108433735,1.548235294117646,1.4431506849315072,1.4819277108433735,191.24,120.84,287.89,"-89.91008,35.34136","-89.9201,35.33223",4,1.17,"(157.03206, 24.11382, 157.3707)",35.336795,-89.91508999999999,"((-89.91008, 35.34136), (-89.91039, 35.34107), (-89.91054, 35.34092), (-89.91156, 35.33996), (-89.91185, 35.33969), (-89.91347, 35.33818), (-89.91391, 35.33775), (-89.91444, 35.33726), (-89.91473, 35.33701), (-89.91515, 35.33675), (-89.91528, 35.33665), (-89.91545, 35.33653), (-89.91565, 35.33636), (-89.9157, 35.33631), (-89.91647, 35.33566), (-89.91652, 35.33561), (-89.91723, 35.33494), (-89.91794, 35.33427), (-89.91911, 35.33318), (-89.91975, 35.33257), (-89.9201, 35.33223))"
121-05570,P1,US-129,US-129,1,US-321/TN-73/W Lamar Alexander Pky,494,UNITED STATES,TENNESSEE,BLOUNT,37801,S,35.76173,-83.98784,35.75033,-83.99468,0.902002928763871,3,N,3,45640,2,,4.0,129.0,3.0,1.0,129,44166,1325,883,1,100,0,0,0,"LINESTRING (-83.98784000000001 35.76173, -83.988 35.76145, -83.98835 35.76092, -83.98847000000001 35.76074, -83.98869000000001 35.76045, -83.98893 35.76017, -83.98921 35.75987, -83.98936999999999 35.75971, -83.98958 35.75952, -83.98999000000001 35.75915, -83.99032 35.75886, -83.99092 35.75833, -83.99119 35.75809, -83.99151000000001 35.7578, -83.99182 35.75753, -83.99206 35.7573, -83.99233 35.75701, -83.9926 35.75671, -83.99285 35.75641, -83.99309 35.75609, -83.99330999999999 35.75577, -83.9935 35.75543, -83.99366999999999 35.7551, -83.99379 35.75484, -83.99383 35.75476, -83.99396 35.75443, -83.99406999999999 35.7541, -83.99415999999999 35.7538, -83.99422 35.75353, -83.99426 35.75332, -83.9943 35.75308, -83.99433000000001 35.75286, -83.99435 35.75264, -83.99437 35.75254, -83.99441 35.75223, -83.99451000000001 35.75151, -83.99459 35.75097, -83.99460000000001 35.75092, -83.99462 35.75077, -83.99463 35.7507, -83.99468 35.75033)",1.18,1.2,1.21,1.19,1.6666666666666667,1.5625,1.5289256198347108,1.5491596638655454,881.22,689.39,1145.04,"-83.98784,35.76173","-83.99468,35.75033",1,1.21,"(182.29516500000003, 47.761244999999995, 139.31619)",35.756029999999996,-83.99126000000001,"((-83.98784, 35.76173), (-83.988, 35.76145), (-83.98835, 35.76092), (-83.98847, 35.76074), (-83.98869, 35.76045), (-83.98893, 35.76017), (-83.98921, 35.75987), (-83.98937, 35.75971), (-83.98958, 35.75952), (-83.98999, 35.75915), (-83.99032, 35.75886), (-83.99092, 35.75833), (-83.99119, 35.75809), (-83.99151, 35.7578), (-83.99182, 35.75753), (-83.99206, 35.7573), (-83.99233, 35.75701), (-83.9926, 35.75671), (-83.99285, 35.75641), (-83.99309, 35.75609), (-83.99331, 35.75577), (-83.9935, 35.75543), (-83.99367, 35.7551), (-83.99379, 35.75484), (-83.99383, 35.75476), (-83.99396, 35.75443), (-83.99407, 35.7541), (-83.99416, 35.7538), (-83.99422, 35.75353), (-83.99426, 35.75332), (-83.9943, 35.75308), (-83.99433, 35.75286), (-83.99435, 35.75264), (-83.99437, 35.75254), (-83.99441, 35.75223), (-83.99451, 35.75151), (-83.99459, 35.75097), (-83.9946, 35.75092), (-83.99462, 35.75077), (-83.99463, 35.7507), (-83.99468, 35.75033))"
121P10771,P4,,,1,,10770,UNITED STATES,TENNESSEE,DAVIDSON,37210,E,36.12525,-86.7332,36.12872,-86.72706,0.45506139421896,1,N,1,61273,2,,4.0,440.0,2.0,1.0,440,109170,4366,3275,1,100,1,100,1,"LINESTRING (-86.7332 36.12525, -86.73174 36.12563, -86.73036 36.12593, -86.73005000000001 36.12601, -86.72945 36.12616, -86.72881 36.12636, -86.72833 36.12658, -86.72811 36.12672, -86.72790999999999 36.12694, -86.72774 36.12714, -86.7276 36.12734, -86.72748 36.12758, -86.72736999999999 36.12778, -86.72725 36.12804, -86.72717 36.1283, -86.72713 36.12846, -86.72705999999999 36.12872)",1.0714285714285714,1.40625,2.278125000000001,1.4419354838709693,1.2133333333333325,2.6,4.00625,3.154838709677418,49.98,1162.88,4637.27,"-86.7332,36.12525","-86.72706,36.12872",3,2.28,"(239.70382500000002, 248.66529, 33.48813)",36.126985000000005,-86.73013,"((-86.7332, 36.12525), (-86.73174, 36.12563), (-86.73036, 36.12593), (-86.73005, 36.12601), (-86.72945, 36.12616), (-86.72881, 36.12636), (-86.72833, 36.12658), (-86.72811, 36.12672), (-86.72791, 36.12694), (-86.72774, 36.12714), (-86.7276, 36.12734), (-86.72748, 36.12758), (-86.72737, 36.12778), (-86.72725, 36.12804), (-86.72717, 36.1283), (-86.72713, 36.12846), (-86.72706, 36.12872))"
113P09787,P1,I-40,I-40,1,TN-222/Stanton Rd/Exit 42,76,UNITED STATES,TENNESSEE,FAYETTE,38049,E,35.39038,-89.41468,35.39367,-89.40936,0.37605403500521,1,N,1,99999,2,,4.0,40.0,2.0,1.0,40,35054,13145,2103,1,100,1,100,1,"LINESTRING (-89.41468 35.39038, -89.41356 35.39108, -89.41343999999999 35.39116, -89.41274 35.39159, -89.41158 35.39231, -89.40936000000001 35.39367)",1.05,1.05,1.0,1.05,1.05,1.3,1.1,1.1,0.0,1.67,0.0,"-89.41468,35.39038","-89.40936,35.39367",4,1.0,"(12.847665, 7.599765, 134.633625)",35.392025000000004,-89.41202000000001,"((-89.41468, 35.39038), (-89.41356, 35.39108), (-89.41344, 35.39116), (-89.41274, 35.39159), (-89.41158, 35.39231), (-89.40936, 35.39367))"
